MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Land.Contour,Lot.Config,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Bsmt.Full.Bath,Full.Bath,Half.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Misc.Feature,Sale.Type,Sale.Condition,SalePrice
RL,80,9760,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,2Story,6,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340,2,CBlock,3,3,4,4,536,822,GasA,3,1,4,1020,831,1851,0,2,1,3,7,Typ,1,2,Attchd,2,2,440,3,3,Y,239,42,NA,WD ,Normal,187000
RL,57,7558,Pave,NA,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,6,1928,1950,Gable,CompShg,BrkFace,Stone,NA,0,2,BrkTil,3,3,1,1,0,896,GasA,3,1,4,1172,741,1913,0,1,1,2,9,Typ,1,3,Detchd,1,2,342,2,2,Y,0,0,NA,WD ,Normal,177000
RL,60,10800,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,4,1900,2000,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,0,0,0,0,0,0,GasA,2,0,3,694,600,1294,0,2,0,2,7,Typ,0,0,NA,0,0,0,0,0,N,220,114,NA,WD ,Normal,106250
RM,50,8635,Pave,NA,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,2,134,1072,GasA,2,1,4,1072,0,1072,1,1,0,2,5,Typ,0,0,Detchd,1,5,1184,2,3,P,0,0,NA,WD ,Normal,126500
RL,80,9600,Pave,NA,Lvl,Inside,NWAmes,PosN,Norm,1Fam,1Story,8,1981,1981,Hip,WdShngl,BrkFace,BrkFace,NA,0,3,PConc,4,3,1,5,1104,2524,GasA,2,1,4,2524,0,2524,1,2,1,3,9,Typ,1,4,Attchd,3,2,542,3,3,Y,474,120,NA,WD ,Normal,278000
RL,50,7000,Pave,NA,Lvl,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,2,3,1,2,617,617,GasA,3,1,4,865,445,1310,0,2,0,2,6,Min1,0,0,Attchd,1,1,398,3,3,Y,0,0,NA,COD,Normal,112000
RM,60,6180,Pave,NA,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,6,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,960,GasA,2,0,4,986,0,986,0,1,0,2,5,Typ,1,4,Detchd,1,1,180,3,3,Y,0,128,NA,WD ,Normal,102000
RL,0,7655,Pave,NA,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,NA,0,2,PConc,4,3,1,1,0,903,GasA,3,1,4,910,732,1642,0,2,1,2,7,Typ,1,3,Attchd,2,2,392,3,3,Y,290,84,NA,WD ,Normal,168000
RL,69,23580,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,1979,1979,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,4,3,4,6,776,1625,GasA,2,1,4,1625,0,1625,0,2,0,1,6,Typ,1,3,Attchd,3,2,576,3,3,Y,136,28,NA,WD ,Normal,242500
RL,0,12700,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,SLvl,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,5,939,1246,GasA,2,1,4,1246,0,1246,1,1,0,2,6,Typ,2,4,Attchd,2,2,441,3,3,Y,0,69,NA,WD ,Normal,172000
RL,81,7635,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,NA,0,2,CBlock,3,3,1,3,588,1175,GasA,4,1,4,1175,0,1175,0,1,1,2,6,Typ,0,0,Detchd,2,2,484,3,3,Y,0,0,NA,WD ,Normal,148000
RL,50,7207,Pave,NA,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,1958,2008,Gable,CompShg,Wd Sdng,Plywood,NA,0,2,CBlock,3,3,4,4,696,858,GasA,3,1,4,858,0,858,1,1,0,2,4,Typ,0,0,NA,0,0,0,0,0,Y,117,0,NA,WD ,Normal,116500
RL,0,16669,Pave,NA,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,8,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653,3,CBlock,4,3,1,1,0,1686,GasA,2,1,4,1707,0,1707,0,2,1,2,6,Typ,1,3,Attchd,2,2,511,3,3,Y,574,64,NA,WD ,Normal,228000
RL,0,12936,Pave,NA,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,1972,1972,Gable,CompShg,HdBoard,Plywood,NA,0,2,CBlock,3,4,1,4,593,723,GasA,2,1,4,735,660,1395,0,1,1,2,6,Typ,1,3,Attchd,1,2,497,3,3,Y,294,116,NA,WD ,Normal,162000
RM,60,9600,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,3,381,780,GasA,4,1,4,940,476,1416,0,1,0,3,7,Typ,0,0,Detchd,1,2,400,3,3,Y,0,24,NA,WD ,Normal,156500
RL,75,8250,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,Duplex,2Story,6,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,NA,0,2,Slab,0,0,0,0,0,0,GasA,2,1,4,964,918,1882,0,2,0,2,8,Typ,2,3,Attchd,1,2,612,3,3,Y,0,0,NA,WD ,Normal,160000
RL,58,7250,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45,2,PConc,4,3,1,1,0,1181,GasA,4,1,4,1190,0,1190,0,2,0,3,6,Typ,1,3,Attchd,1,2,430,3,3,Y,0,21,NA,WD ,Normal,166000
RL,0,9650,Pave,NA,HLS,Corner,Crawfor,Norm,Norm,1Fam,2Story,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,NA,0,2,BrkTil,3,3,1,1,0,784,GasA,2,1,4,819,784,1603,0,1,0,2,7,Typ,1,4,Attchd,1,2,599,3,3,Y,0,217,NA,WD ,Normal,138000
RL,65,7800,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89,2,PConc,3,3,1,5,450,864,GasA,4,1,4,899,0,899,0,1,0,3,5,Typ,0,0,Attchd,3,1,288,3,3,Y,64,0,NA,WD ,Normal,130000
RL,39,5070,Pave,NA,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,1992,1992,Gable,CompShg,HdBoard,HdBoard,NA,0,3,PConc,4,3,2,1,0,1280,GasA,4,1,4,1280,0,1280,0,2,0,3,5,Typ,0,0,Attchd,2,2,506,3,3,Y,0,82,NA,WD ,Normal,180000
RL,50,9350,Pave,NA,Bnk,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1947,1979,Gable,CompShg,WdShing,Wd Shng,NA,0,2,CBlock,3,2,1,2,192,756,GasA,4,1,4,1169,0,1531,0,1,0,2,8,Typ,1,3,Detchd,1,1,209,2,3,Y,0,0,NA,WD ,Normal,127000
RL,67,8308,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20,2,CBlock,3,3,1,4,132,1088,GasA,2,1,4,1088,0,1088,0,1,0,2,4,Typ,0,0,Detchd,1,2,520,3,3,P,0,0,NA,COD,Normal,110000
RL,60,6000,Pave,NA,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,1008,GasA,4,1,4,1008,0,1522,0,2,0,2,7,Typ,0,0,NA,0,0,0,0,0,P,0,0,NA,WD ,Normal,102000
FV,24,2572,Pave,NA,Lvl,FR2,Somerst,Norm,Norm,Twnhs,2Story,7,1999,1999,Hip,CompShg,MetalSd,MetalSd,NA,0,3,PConc,4,3,1,5,604,696,GasA,4,1,4,696,720,1416,1,2,1,3,6,Typ,0,0,Detchd,1,2,484,3,3,Y,0,44,NA,WD ,Normal,155000
RM,50,6000,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,NA,0,2,PConc,3,3,1,5,250,960,GasA,3,1,3,960,0,960,0,1,0,1,5,Typ,0,0,Detchd,1,1,308,3,3,Y,0,0,NA,WD ,Normal,108500
RM,70,8400,Pave,NA,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,6,1900,1950,Gable,CompShg,Stucco,BrkFace,NA,0,2,BrkTil,2,4,2,1,0,917,GasA,3,1,3,1090,917,2007,0,2,0,4,8,Typ,0,0,Detchd,1,1,357,3,3,Y,0,235,NA,WD ,Normal,160000
RL,116,13501,Pave,NA,Lvl,Corner,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208,3,PConc,4,3,1,6,63,1623,GasA,4,1,4,1636,0,1636,1,2,0,3,8,Typ,1,4,Attchd,2,3,865,3,3,Y,0,60,NA,WD ,Normal,255000
RM,50,3000,Pave,Grvl,Bnk,Inside,OldTown,Norm,Norm,Duplex,2Story,5,1922,1950,Hip,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,2,1,1,0,1040,GasA,2,0,4,1088,1040,2128,0,2,0,2,11,Sev,0,0,NA,0,0,0,0,0,Y,0,56,NA,WD ,Abnorml,62500
RL,60,12180,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1938,2007,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,PConc,3,3,1,1,0,585,GasA,3,1,2,585,468,1053,0,1,1,4,5,Typ,0,0,NA,0,0,0,0,0,N,42,0,NA,WD ,Family,120000
RM,65,9750,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164,2,CBlock,3,3,1,3,200,984,GasA,3,1,4,984,0,984,1,1,0,1,5,Typ,0,0,Detchd,1,1,308,3,3,N,0,0,NA,WD ,Normal,110000
RL,0,8637,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1999,2000,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,5,871,923,GasA,3,1,4,947,767,1714,1,2,1,2,7,Typ,1,3,Attchd,3,2,451,3,3,Y,256,48,NA,WD ,Abnorml,180000
RL,0,14357,Pave,NA,Lvl,CulDSac,Nonemes,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,5,311,864,GasA,2,1,4,1187,0,1187,1,1,0,2,6,Typ,1,3,Attchd,2,2,440,3,3,Y,128,0,NA,CWD,Normal,140500
RL,0,9790,Pave,NA,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,NA,0,2,CBlock,3,3,1,3,251,1372,GasA,2,1,4,1342,0,1342,0,2,0,2,7,Typ,1,4,Attchd,1,2,457,3,3,Y,0,0,NA,WD ,Normal,161500
RL,64,6762,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,4,3,1,0,1286,GasA,4,1,4,1294,0,1294,0,2,0,3,6,Typ,1,4,Attchd,2,2,662,3,3,Y,168,55,NA,New,Partial,193879
RM,44,4224,Pave,NA,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,NA,0,2,PConc,4,3,1,6,840,1040,GasA,2,1,4,1060,0,1060,1,1,0,2,6,Typ,1,3,Attchd,1,2,572,3,3,Y,100,110,NA,WD ,Normal,129900
RL,0,11616,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116,2,CBlock,3,3,1,2,170,1092,GasA,2,1,4,1092,0,1092,0,1,0,2,6,Typ,1,1,Attchd,1,1,288,3,3,Y,0,20,NA,WD ,Normal,139000
FV,85,10625,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,CemntBd,CmentBd,NA,0,3,PConc,4,3,1,1,0,1026,GasA,4,1,4,1026,932,1958,0,2,1,3,9,Typ,1,4,Attchd,3,3,936,3,3,Y,154,210,NA,WD ,Normal,250000
RL,84,10933,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,9,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242,4,PConc,5,3,4,6,1021,1555,GasA,4,1,4,1680,0,1680,1,1,1,4,8,Typ,1,4,Attchd,3,3,1138,3,3,Y,185,24,NA,New,Partial,323262
RL,0,8544,Pave,NA,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,5,1966,2006,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,1,0,1228,GasA,3,1,4,1228,0,1228,0,1,1,3,6,Typ,0,0,Attchd,1,1,271,3,3,Y,0,65,NA,WD ,Normal,149350
RL,0,8826,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,144,3,PConc,4,3,1,6,841,985,GasA,4,1,4,985,857,1842,1,2,1,3,7,Typ,1,3,Attchd,3,2,486,3,3,Y,193,96,NA,WD ,Normal,217500
RL,68,9179,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,3,PConc,4,3,1,6,633,873,GasA,4,1,4,882,908,1790,1,2,1,3,7,Typ,0,0,Attchd,2,2,588,3,3,Y,0,88,NA,WD ,Abnorml,193000
RL,101,9150,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,SLvl,6,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305,2,CBlock,4,3,4,6,371,1099,GasA,3,1,4,1431,0,1431,0,1,0,2,6,Typ,1,4,Basment,2,1,296,3,3,Y,64,110,NA,WD ,Normal,165000
RL,0,21579,Pave,NA,Lvl,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,NA,0,2,PConc,4,3,1,4,813,1488,GasA,4,1,4,1488,0,1488,0,2,0,2,7,Typ,2,4,Attchd,2,2,552,3,3,Y,0,0,NA,CWD,Normal,215000
RL,79,9490,Pave,NA,Lvl,Inside,Nonemes,Artery,Norm,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,4,403,806,GasA,2,1,3,958,620,1578,1,1,0,1,5,Typ,2,3,Attchd,1,1,240,3,3,Y,0,0,NA,WD ,Normal,133000
RM,52,6240,Pave,NA,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,1,2,448,928,GasA,2,1,2,928,608,1536,0,2,0,2,7,Typ,1,4,Detchd,1,2,480,3,3,Y,0,10,NA,WD ,Normal,138400
RL,70,10500,Pave,NA,Lvl,FR2,Nonemes,Norm,Norm,1Fam,1Story,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,5,524,864,GasA,3,1,4,864,0,864,0,1,0,2,4,Typ,0,0,Detchd,1,2,576,3,3,Y,216,0,NA,WD ,Abnorml,97000
RL,0,11929,Pave,NA,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466,3,PConc,4,3,3,1,0,1242,GasA,4,1,4,1251,1250,2501,0,2,1,3,9,Typ,1,3,Attchd,2,3,751,3,3,Y,192,87,NA,WD ,Normal,290000
RL,48,5911,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278,4,PConc,5,3,1,6,472,1560,GasA,4,1,4,1565,0,1565,1,2,0,4,6,Typ,1,4,Attchd,2,2,556,3,3,Y,196,56,NA,WD ,Normal,282500
RM,51,6120,Pave,NA,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1935,1995,Gable,CompShg,AsbShng,AsbShng,NA,0,2,BrkTil,3,3,1,1,0,884,GasA,4,1,4,989,584,1573,0,1,0,3,6,Typ,0,0,Detchd,1,1,240,3,3,Y,0,0,NA,WD ,Normal,133000
RL,44,9548,Pave,NA,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223,3,PConc,4,3,1,6,483,941,GasA,4,1,4,941,888,1829,1,2,1,3,7,Typ,1,3,Attchd,2,2,613,3,3,Y,192,39,NA,WD ,Normal,237000
RM,57,7449,Pave,Grvl,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,PConc,3,3,1,1,0,637,GasA,4,1,2,1108,0,1108,0,1,0,3,6,Typ,1,4,Attchd,1,1,280,3,3,N,0,0,NA,WD ,Normal,139400
RL,73,9069,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,Duplex,SFoyer,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,NA,0,3,PConc,4,3,3,2,261,1344,GasA,3,1,4,1440,0,1440,2,2,0,3,8,Typ,0,0,Attchd,1,4,920,3,3,Y,288,0,NA,WD ,Normal,224500
RL,65,7150,Pave,NA,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60,2,CBlock,3,3,1,2,140,912,GasA,3,1,4,912,0,912,0,1,0,2,6,Typ,0,0,Attchd,1,1,252,3,3,Y,0,0,NA,WD ,Normal,123000
RM,0,5890,Pave,NA,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,6,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,3,BrkTil,3,3,3,5,538,816,GasA,4,1,4,816,0,816,0,1,0,2,5,Typ,0,0,Detchd,1,1,432,3,3,Y,0,0,NA,WD ,Normal,120500
RL,85,14601,Pave,NA,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584,4,PConc,5,3,3,6,1260,1838,GasA,4,1,4,1838,0,1838,1,2,0,4,8,Typ,1,4,Attchd,3,3,765,3,3,Y,270,68,NA,WD ,Normal,315000
RL,65,8450,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,6,472,827,GasA,4,1,4,827,850,1677,1,2,1,3,7,Typ,0,0,Attchd,2,2,627,3,3,Y,0,68,NA,WD ,Normal,190500
FV,65,8125,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100,3,PConc,4,3,1,6,812,1092,GasA,4,1,4,1112,438,1550,1,2,0,3,7,Typ,0,0,Attchd,3,2,438,3,3,Y,0,168,NA,WD ,Normal,241000
RL,75,9157,Pave,NA,Lvl,Corner,Timber,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,912,GasA,4,1,4,1072,942,2014,0,2,1,3,9,Typ,0,0,Attchd,3,2,486,3,3,Y,124,114,NA,WD ,Abnorml,170000
RL,85,11128,Pave,NA,Lvl,Corner,Somerst,PosN,PosN,1Fam,1Story,9,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198,4,PConc,5,3,4,6,2158,2458,GasA,4,1,4,2490,0,2490,1,2,0,4,9,Typ,2,4,Attchd,3,3,795,3,3,Y,70,226,NA,WD ,Normal,468000
RL,50,35133,Grvl,NA,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,5,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226,2,CBlock,3,3,4,3,1159,1572,GasA,3,1,4,1572,0,1572,1,1,1,2,5,Typ,2,3,2Types,2,3,995,3,3,Y,0,263,NA,WD ,Normal,186700
FV,65,8125,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,756,GasA,4,1,4,756,797,1553,0,2,1,3,6,Typ,0,0,Attchd,2,2,615,3,3,Y,0,45,NA,New,Partial,186500
RL,60,11664,Pave,NA,Lvl,Inside,Nonemes,Artery,Norm,1Fam,1Story,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,206,2,CBlock,3,2,1,4,336,1082,GasA,2,1,4,1082,0,1082,0,1,0,2,5,Typ,1,4,Detchd,1,1,240,3,3,Y,0,130,NA,WD ,Normal,119200
RL,58,8410,Pave,NA,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,NA,0,2,PConc,3,3,1,1,0,658,GasA,2,1,4,658,526,1184,0,1,0,2,8,Typ,0,0,NA,0,0,0,0,0,N,0,151,NA,WD ,AdjLand,81000
RL,0,8475,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,4,1956,1956,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,3,1,5,228,952,GasA,4,1,3,952,0,952,0,1,0,2,4,Typ,0,0,Detchd,1,1,283,3,3,Y,0,0,NA,WD ,Normal,135750
RL,24,2280,Pave,NA,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,NA,0,2,CBlock,4,3,1,5,311,855,GasA,1,1,4,855,601,1456,0,2,1,2,7,Typ,1,3,Attchd,1,2,440,3,3,Y,26,0,NA,WD ,Normal,146000
RL,0,164660,Grvl,NA,HLS,Corner,Timber,Norm,Norm,2fmCon,1.5Fin,5,1965,1965,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,3,3,4,5,1249,1499,GasA,4,1,4,1619,167,1786,2,2,0,2,7,Typ,2,4,Attchd,3,2,529,3,3,Y,670,0,Shed,WD ,Normal,228950
RL,0,11500,Pave,NA,Lvl,Corner,NWAmes,Feedr,RRAn,Duplex,1Story,5,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,164,2,CBlock,3,3,1,1,0,1680,GasA,1,1,4,1680,0,1680,0,2,0,2,8,Typ,0,0,Detchd,1,2,528,3,3,Y,0,0,NA,WD ,Normal,136905
RL,70,8750,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,1996,1996,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,880,GasA,4,1,4,909,807,1716,0,2,1,3,7,Typ,1,3,Attchd,2,2,512,3,3,Y,0,120,NA,WD ,Normal,191000
RM,60,9600,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,4,1,2,16,728,GasA,4,1,4,832,809,1641,0,1,1,4,6,Typ,1,4,Detchd,1,2,546,2,3,Y,0,0,NA,WD ,Normal,178000
RL,43,3182,Pave,NA,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,3,PConc,4,3,3,6,16,1373,GasA,4,1,4,1555,0,1555,0,2,0,3,7,Typ,1,3,Attchd,3,2,430,3,3,Y,143,20,NA,WD ,Normal,192500
RL,80,9600,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,SLvl,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,NA,0,2,CBlock,3,3,3,4,831,992,GasA,3,1,4,1661,0,1661,1,1,0,3,8,Typ,1,3,BuiltIn,2,1,377,3,3,Y,0,28,NA,WD ,Normal,165500
RM,32,4500,Pave,NA,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197,2,PConc,5,3,1,6,864,1189,GasA,4,1,4,1189,0,1189,1,2,0,2,4,Typ,0,0,Attchd,2,2,392,3,3,Y,0,122,NA,WD ,Normal,160500
RL,0,11553,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188,2,CBlock,3,3,1,4,673,1051,GasA,2,1,4,1159,0,1159,0,1,1,2,7,Typ,1,2,Attchd,1,1,336,3,3,Y,466,0,NA,WD ,Normal,158000
RL,69,9337,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,6,648,824,GasA,4,1,4,905,881,1786,1,2,1,3,7,Typ,0,0,Attchd,2,2,684,3,3,Y,0,162,NA,WD ,Normal,204750
RL,68,8846,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,1,0,750,GasA,4,1,4,750,750,1500,0,2,1,3,6,Typ,0,0,Attchd,2,2,564,3,3,Y,0,35,NA,New,Partial,173900
RL,87,11029,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,6,1958,2002,Hip,CompShg,MetalSd,MetalSd,NA,0,4,CBlock,4,3,1,5,528,1184,GasA,4,1,4,1414,0,1414,1,1,0,2,6,Min1,1,3,Attchd,1,2,601,3,3,Y,0,51,NA,WD ,Normal,176500
FV,0,2980,Pave,NA,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159,3,PConc,4,3,1,6,466,756,GasA,4,1,4,756,756,1512,1,2,1,3,5,Typ,0,0,Detchd,1,2,440,3,3,Y,0,32,NA,WD ,Normal,177000
